0.48156,0.19425,0.402,0.86871,0.44513,0.23096,0.41796,0.83896,0.30652,0.77872,0.19139,0.2994,0.32799,0.74681,0.61679,0.10338,0.14577,0.67854,0.48667,0.16904,0.61697
0.28354,0.14617,0.40339,0.85787,0.41066,0.256,0.45076,0.72114,0.27775,0.81399,0.089435,0.27915,0.40439,0.74044,0.63535,0.17654,0.15641,0.72487,0.46909,0.12649,0.6587
0.26384,0.10341,0.3835,0.85369,0.41963,0.227,0.39971,0.73294,0.23681,0.7614,0.19892,0.17117,0.47563,0.7229,0.59917,0.14997,0.19814,0.632,0.47694,0.11917,0.55458
0.3078,0.1521,0.38445,0.82548,0.41369,0.26546,0.35549,0.7627,0.29426,0.78499,0.12201,0.17663,0.44795,0.71007,0.66548,0.13072,0.16444,0.66504,0.47725,0.12085,0.6144
0.27379,0.13217,0.3948,0.82571,0.40973,0.25955,0.38061,0.70948,0.26034,0.77561,0.15428,0.20276,0.3931,0.74438,0.672,0.098919,0.16994,0.57602,0.46701,0.11612,0.60047
0.43944,0.08769,0.38202,0.81776,0.45014,0.37821,0.42766,0.8361,0.27026,0.77015,0.25755,0.14559,0.25619,0.74144,0.64609,0.11729,0.17036,0.5503,0.45868,0.1312,0.58492
0.3458,0.1146,0.37652,0.81758,0.43453,0.23546,0.44211,0.75459,0.28164,0.75429,0.24731,0.24109,0.24651,0.73261,0.62834,0.21717,0.16916,0.62789,0.46338,0.11325,0.57441
0.23913,0.079129,0.37089,0.81769,0.4088,0.23628,0.35483,0.70212,0.2625,0.74789,0.23868,0.2281,0.30378,0.70439,0.49594,0.18684,0.17095,0.5472,0.39274,0.1046,0.60416
0.22876,0.06061,0.34452,0.80042,0.41758,0.20683,0.33389,0.72061,0.28176,0.7318,0.088227,0.1078,0.28765,0.69372,0.51247,0.043707,0.14799,0.64056,0.42451,0.045762,0.52164
0.23553,0.054135,0.36126,0.79491,0.41727,0.20844,0.32255,0.74113,0.31498,0.72654,0.19066,0.15411,0.27148,0.6728,0.54996,0.14036,0.17321,0.65601,0.41695,0.085653,0.55257
0.19892,0.076004,0.35547,0.77131,0.4054,0.21202,0.47158,0.6882,0.2698,0.75286,0.18804,0.156,0.29637,0.70463,0.49492,0.087316,0.14154,0.63386,0.38897,0.073604,0.60652
0.20879,0.054067,0.36892,0.77973,0.38866,0.19237,0.36918,0.71133,0.28777,0.76003,0.060541,0.087004,0.20523,0.68547,0.49585,0.10796,0.15296,0.55963,0.40349,0.049425,0.5501
0.24074,0.1644,0.35677,0.77365,0.41346,0.19062,0.57546,0.7275,0.23717,0.70272,0.048731,0.13822,0.30716,0.69931,0.53458,0.21241,0.18199,0.61081,0.42084,0.099423,0.58221
0.26504,0.11851,0.35029,0.76986,0.42677,0.17799,0.53506,0.72505,0.31192,0.74678,0.032444,0.087815,0.19471,0.70321,0.49339,0.13605,0.21664,0.57102,0.38879,0.060908,0.60331
0.22015,0.09787,0.36699,0.77624,0.39116,0.16835,0.42542,0.73799,0.32572,0.73465,0.093791,0.17665,0.19747,0.73942,0.49799,0.11359,0.18009,0.5359,0.37708,0.073165,0.50682
0.21546,0.083811,0.38508,0.7579,0.40354,0.18191,0.34907,0.77439,0.27385,0.73052,0.06946,0.30779,0.22994,0.63492,0.50854,0.15444,0.16218,0.56364,0.40976,0.23607,0.5558
0.24903,0.061071,0.38201,0.74137,0.37601,0.20859,0.36102,0.73232,0.2567,0.7455,0.11522,0.32152,0.15581,0.71665,0.4789,0.14036,0.16974,0.54947,0.35817,0.04829,0.58682
0.189,0.026935,0.41083,0.76461,0.35095,0.22341,0.39641,0.71541,0.21422,0.71473,0.083353,0.30757,0.1833,0.66061,0.47735,0.1498,0.13675,0.58404,0.37438,0.040858,0.50203
0.15943,0.076034,0.40487,0.75318,0.36892,0.18272,0.39007,0.70367,0.25141,0.70745,0.035509,0.30118,0.21145,0.67494,0.51966,0.19124,0.17053,0.50807,0.40647,0.066136,0.54496
0.20635,0.081292,0.40419,0.74309,0.35124,0.21131,0.3984,0.70554,0.19509,0.74011,0.016583,0.31913,0.25922,0.71132,0.48763,0.10549,0.1506,0.54453,0.3539,0.059243,0.63618
0,0.25217,0.39143,0.76542,0.33564,0.21076,0.37877,0.65287,0.28876,0.70955,0.036252,0.32416,0.15239,0.62392,0.47196,0.13735,0.16897,0.5614,0.4109,0.038526,0.49948
0.11623,0.21263,0.36716,0.76646,0.33193,0.22119,0.36604,0.68785,0.28064,0.70069,0.029783,0.36284,0.16819,0.68988,0.5003,0.079717,0.14912,0.52287,0.37254,0.058938,0.54589
0.1114,0.17567,0.36808,0.77602,0.29838,0.21671,0.40664,0.68511,0.24663,0.72343,0.01413,0.35298,0.14795,0.71218,0.45123,0.06384,0.16877,0.58043,0.35274,0.058868,0.57141
0.015622,0.020439,0.41122,0.82369,0.30308,0.20161,0.37937,0.65592,0.31486,0.69899,0.077133,0.37274,0.18276,0.62882,0.48118,0.2495,0.17841,0.55542,0.38246,0,0.49627
0.12632,0.036729,0.38308,0.7468,0.33135,0.1715,0.35817,0.6801,0.26816,0.70245,0.048025,0.40895,0.18918,0.67535,0.46618,0.090328,0.15591,0.55355,0.37556,0.093517,0.52002
0.094844,0.03571,0.36695,0.74029,0.44082,0.2363,0.35334,0.66796,0.24158,0.7289,0,0.40249,0.20351,0.65162,0.46156,0.10633,0.16573,0.56443,0.34267,0.076458,0.5752
0.026622,0.03228,0.39047,0.74821,0.4573,0.16113,0.33697,0.65774,0.27455,0.71788,0.059208,0.39463,0.26911,0.62556,0.46643,0.14292,0.17745,0.55424,0.37336,0.073122,0.53368
0.095185,0,0.38384,0.78098,0.32938,0.1581,0.34456,0.67289,0.26937,0.73101,0.12672,0.40028,0.22915,0.6288,0.4743,0.19392,0.16732,0.53463,0.37812,0.10432,0.60507
0.093062,0.0033647,0.39386,0.7509,0.29234,0.17931,0.36412,0.69864,0.2496,0.73431,0.03057,0.42779,0.23139,0.63287,0.43772,0.17815,0.19089,0.56646,0.37292,0.04902,0.56218
0.13929,0.0053807,0.407,0.76197,0.26919,0.21801,0.37079,0.70574,0.28558,0.73211,0.0099271,0.41371,0.24062,0.65662,0.44826,0.15401,0.16099,0.6326,0.36677,0.021088,0.49699
0.15848,0.049179,0.38899,0.79798,0.29208,0.20061,0.39037,0.68927,0.24665,0.70185,0.088987,0.43504,0.2072,0.662,0.45875,0.23875,0.17173,0.63383,0.39329,0.080182,0.55774
0.096599,0.034003,0.38082,0.76061,0.32324,0.21269,0.38683,0.69723,0.27659,0.74622,0.044791,0.4106,0.2264,0.62583,0.44011,0.092026,0.21184,0.61428,0.39946,0.06954,0.582
0.19694,0.053787,0.35941,0.77904,0.28817,0.18667,0.34345,0.70984,0.3061,0.73591,0.054033,0.35853,0.17764,0.61972,0.4954,0.17504,0.22706,0.6174,0.4127,0.064686,0.54791
0.1779,0.028901,0.37355,0.75913,0.29146,0.17402,0.35513,0.69337,0.27978,0.71943,0.071724,0.39585,0.27366,0.68827,0.47623,0.23536,0.19178,0.56967,0.42749,0.12588,0.54404
0.12338,0.055672,0.39455,0.76114,0.27995,0.19206,0.37724,0.72148,0.32968,0.75911,0.030541,0.3951,0.28642,0.63564,0.50371,0.15146,0.18552,0.62407,0.43812,0.074651,0.57255
0.18995,0.047489,0.40823,0.76807,0.23793,0.17341,0.37019,0.73319,0.30751,0.76001,0.14456,0.36788,0.25877,0.67319,0.50446,0.23076,0.18565,0.67711,0.43278,0.10353,0.57376
0.2469,0.093957,0.3783,0.75448,0.31059,0.20626,0.43059,0.72613,0.30835,0.74036,0.12658,0.37751,0.31359,0.72241,0.5355,0.23884,0.16551,0.65984,0.43811,0.11644,0.56862
0.29495,0.036201,0.37553,0.75904,0.28197,0.24347,0.44004,0.76109,0.30686,0.9071,0.070443,0.43213,0.25956,0.67439,0.53649,0.18471,0.18507,0.62812,0.4945,0.12778,0.61288
0.27139,0.080937,0.39085,0.78569,0.26764,0.20993,0.40054,0.74273,0.34717,0.73245,0.1069,0.34856,0.27108,0.70496,0.53825,0.18987,0.1891,0.82668,0.44462,0.13799,0.58864
0.33309,0.068768,0.40965,0.78532,0.27872,0.22254,0.56557,0.77052,0.34601,0.82822,0.1155,0.296,0.35591,0.73421,0.55852,0.27654,0.1741,0.71873,0.46966,0.12366,0.61498
0.43204,0.094388,0.42829,0.76901,0.26958,0.22227,0.43189,0.79281,0.36986,0.82278,0.19562,0.37793,0.42722,0.74029,0.57781,0.51294,0.19415,0.71653,0.43835,0.14953,0.63381
0.39409,0.09878,0.41755,0.79727,0.29683,0.244,0.41175,0.79154,0.38209,0.83916,0.14589,0.39799,0.25634,0.72713,0.57894,0.43163,0.28089,0.67453,0.49376,0.16705,0.58927
